timestamp,building_name,current_investment,max_investment
2025-11-29T15:18:35.444170,resource [,11,2000
2025-11-29T15:18:38.456231,Max worker level,11,2000
2025-11-29T15:18:41.448570,Town Hall,11,2000
2025-11-29T15:18:44.502632,Max worker level,11,2000
