timestamp,building_name,current_investment,max_investment
2025-11-29T15:51:33.769852,Smelter,2307,3000
2025-11-29T15:51:38.989950,Iron Mine,0,2000
2025-11-29T15:51:44.015729,Ether Well,1388,2000
2025-11-29T15:51:48.635948,Wizard Tower,1080,2000
