timestamp,building_name,current_investment,max_investment
2025-11-29T15:27:25.557062,Mausoleum,11,2000
2025-11-29T15:27:29.302367,Summoner's Tent,910,2000
2025-11-29T15:27:32.974009,Town Hall,650,2000
2025-11-29T15:27:36.509358,Temple,0,2000
2025-11-29T15:27:40.048428,Iron Mine,3,3000
2025-11-29T15:28:08.888667,Master Lodge,405,2000
