timestamp,building_name,current_investment,max_investment
2025-11-29T15:55:42.254689,Ether Well,1388,2000
2025-11-29T15:55:42.255822,Summoner's Tent,910,2000
2025-11-29T15:55:42.255960,Town Hall,650,2000
2025-11-29T15:55:42.256041,Temple,0,2000
2025-11-29T15:55:42.256113,Ironwood Sawmill,3,3000
